npbbID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
475,100071,1936.1S,1,JBL,KINKO,7,25,4,6,2,0,0,1,0,,2,6,,,8,0.24,0.32,,,,
476,100071,1936.2F,1,JBL,KINKO,18,40,6,5,1,0,0,4,2,,9,11,,,6,0.125,0.15,,,,
477,100071,1937.1S,1,JBL,KINKO,52,173,20,46,6,6,3,19,11,,23,36,,,73,0.266,0.422,,,,
478,100071,1937.2F,1,JBL,KINKO,46,149,20,30,5,3,3,18,3,,26,37,,,50,0.201,0.336,,,,
479,100071,1938.1S,1,JBL,KINKO,35,115,12,24,1,3,0,12,1,,27,28,,,31,0.209,0.27,,,,
480,100071,1938.2F,1,JBL,KINKO,38,127,14,25,3,1,2,15,7,,35,28,,,36,0.197,0.283,,,,
481,100071,1939,1,JBL,KINKO,96,282,27,50,4,2,1,17,13,,49,49,,344.0,61,0.177,0.216,0.298,0.514,0.142,0.142
482,100071,1940,1,JBL,KINKO,19,39,5,9,1,1,0,5,1,,9,6,,49.0,12,0.231,0.308,0.375,0.683,0.184,0.122
483,100072,1936.1S,1,JBL,KINKO,10,24,3,5,3,0,0,4,1,,3,4,,,8,0.208,0.333,,,,
484,100072,1936.2F,1,JBL,KINKO,27,58,7,15,2,0,1,6,1,,8,15,,,20,0.259,0.345,,,,
485,100072,1939,1,JBL,KINKO,9,10,0,2,0,0,0,0,0,,1,2,,11.0,2,0.2,0.2,0.273,0.473,0.091,0.182
486,100072,1940,1,JBL,KINKO,43,63,6,14,1,0,1,4,0,,10,15,,75.0,18,0.222,0.286,0.329,0.614,0.133,0.2
487,100072,1941,1,JBL,ASAHI,29,28,0,5,1,1,0,3,1,,3,4,,,8,0.179,0.286,,,,
488,100072,1942,1,JBL,ASAHI,80,172,6,37,8,0,0,15,5,2.0,21,35,,,45,0.215,0.262,,,,
489,100072,1943,1,JBL,ASAHI,43,93,8,18,1,2,1,5,4,0.0,5,20,,,26,0.194,0.28,,,,
490,100072,1944,1,JBL,ASAHI,32,109,4,19,4,1,0,4,1,0.0,7,15,,,25,0.174,0.229,,,,
491,100072,1946,1,JBL,GOLD STAR,72,194,7,49,1,2,0,19,2,0.0,9,17,,,54,0.253,0.278,,,,
492,100072,1947,1,JBL,KINSEI,66,125,6,39,6,1,0,9,0,1.0,12,12,,,47,0.312,0.376,,,,
493,100072,1948,1,JBL,KINSEI,22,62,5,14,2,0,0,7,1,0.0,3,5,,,16,0.226,0.258,,,,
494,100072,1949,1,JBL,HANKYU,37,73,3,10,2,0,1,2,0,0.0,2,13,,,15,0.137,0.205,,,,
495,100072,1950,1,CL,HIROSHIMA,41,79,4,14,1,0,0,1,0,1.0,4,14,2.0,,15,0.177,0.19,,,,
496,100072,1951,1,CL,HIROSHIMA,5,7,0,1,0,0,0,0,0,0.0,0,1,0.0,,1,0.143,0.143,,,,
497,100073,1936.1S,1,JBL,NAGOYA,6,16,5,2,1,0,0,1,2,,3,3,,,3,0.125,0.188,,,,
498,100073,1936.2F,1,JBL,DAI TOKYO,20,76,8,17,2,0,0,5,4,,5,10,,,19,0.224,0.25,,,,
499,100073,1937.1S,1,JBL,DAI TOKYO,51,179,21,41,8,3,2,24,9,,17,23,,,61,0.229,0.341,,,,
500,100073,1937.2F,1,JBL,LION,37,139,19,24,5,4,2,25,4,,19,28,,,43,0.173,0.309,,,,
501,100073,1941,1,JBL,ASAHI,2,2,0,0,0,0,0,0,0,,0,1,,,0,0.0,0.0,,,,
502,100073,1942,1,JBL,ASAHI,70,210,21,52,10,0,4,18,10,4.0,21,26,,,74,0.248,0.352,,,,
503,100073,1943,1,JBL,ASAHI,56,198,21,50,4,7,2,29,11,7.0,32,20,,,74,0.253,0.374,,,,
504,100073,1952,1,PL,TOKYU,106,362,55,94,14,5,7,54,14,2.0,33,47,10.0,,139,0.26,0.384,,,,
505,100073,1953,1,PL,TOKYU,104,325,40,71,15,3,12,49,12,2.0,35,50,9.0,,128,0.218,0.394,,,,
506,100073,1954,1,PL,TOEI,129,437,47,100,15,3,12,63,11,10.0,47,54,9.0,492.0,157,0.229,0.359,0.301,0.661,0.096,0.11
507,100073,1955,1,PL,TOEI,91,217,23,42,11,1,3,25,4,5.0,14,36,1.0,237.0,64,0.194,0.295,0.242,0.536,0.059,0.152
508,100074,1936.1S,1,JBL,KYOJIN,1,1,0,1,1,0,0,0,0,,0,0,,,2,1.0,2.0,,,,
509,100074,1936.2F,1,JBL,KYOJIN,3,7,0,1,0,0,0,0,0,,0,0,,,1,0.143,0.143,,,,
510,100074,1937.1S,1,JBL,KYOJIN,25,60,5,18,1,0,0,5,0,,2,10,,,19,0.3,0.317,,,,
511,100074,1937.2F,1,JBL,KYOJIN,28,76,12,23,4,2,1,13,1,,2,11,,,34,0.303,0.447,,,,
512,100074,1938.1S,1,JBL,KYOJIN,25,64,7,13,6,0,0,12,0,,2,6,,,19,0.203,0.297,,,,
513,100074,1938.2F,1,JBL,KYOJIN,24,81,9,15,2,0,1,15,0,,1,7,,,20,0.185,0.247,,,,
514,100074,1939,1,JBL,KYOJIN,68,182,12,42,5,1,1,22,2,,5,15,,190.0,52,0.231,0.286,0.25,0.536,0.026,0.079
515,100074,1940,1,JBL,KYOJIN,55,171,13,43,9,0,0,28,0,,2,7,,180.0,52,0.251,0.304,0.257,0.561,0.011,0.039
516,100074,1941,1,JBL,KYOJIN,20,62,5,16,2,0,1,10,0,,2,4,,,21,0.258,0.339,,,,
517,100074,1942,1,JBL,KYOJIN,42,125,8,25,6,0,1,13,0,0.0,2,5,,,34,0.2,0.272,,,,
518,100074,1943,1,JBL,KYOJIN,19,50,0,7,1,0,0,3,0,0.0,2,4,,,8,0.14,0.16,,,,
519,100074,1944,1,JBL,KYOJIN,11,38,4,11,3,0,0,5,0,0.0,3,1,,,14,0.289,0.368,,,,
520,100074,1946,1,JBL,PACIFIC,5,14,1,4,0,0,1,2,0,0.0,0,1,,,7,0.286,0.5,,,,
521,100074,1947,1,JBL,TAIYO,20,64,5,14,2,1,2,6,0,0.0,0,2,,,24,0.219,0.375,,,,
522,100074,1948,1,JBL,KINSEI,37,114,8,26,4,0,1,13,0,0.0,3,4,,,33,0.228,0.289,,,,
523,100074,1949,1,JBL,DAIEI,52,150,10,30,5,1,2,13,2,0.0,4,18,,,43,0.2,0.287,,,,
524,100074,1950,1,PL,DAIEI,43,111,8,37,9,0,2,18,2,0.0,3,7,4.0,,52,0.333,0.468,,,,
525,100074,1951,1,PL,DAIEI,47,141,5,33,7,0,1,19,0,2.0,5,9,3.0,,43,0.234,0.305,,,,
526,100074,1952,1,PL,DAIEI,28,61,5,13,3,0,2,9,0,0.0,2,6,3.0,,22,0.213,0.361,,,,
527,100074,1953,1,PL,DAIEI,31,90,1,17,2,0,1,10,0,0.0,2,9,5.0,,22,0.189,0.244,,,,
528,100074,1954,1,PL,TAKAHASHI,59,106,5,29,3,0,2,13,0,0.0,6,14,4.0,113.0,38,0.274,0.358,0.312,0.671,0.053,0.124
529,100074,1955,1,PL,TOMBO,75,111,2,28,2,0,0,23,0,0.0,4,20,3.0,122.0,30,0.252,0.27,0.267,0.537,0.033,0.164
530,100075,1936.1S,1,JBL,OSAKA,13,39,10,13,1,1,2,6,2,,5,5,,,22,0.333,0.564,,,,
531,100075,1936.2F,1,JBL,OSAKA,31,107,14,25,2,1,0,11,4,,19,16,,,29,0.234,0.271,,,,
532,100075,1937.1S,1,JBL,OSAKA,54,168,48,44,8,6,1,44,29,,60,19,,,67,0.262,0.399,,,,
533,100075,1937.2F,1,JBL,OSAKA,48,179,41,49,4,2,2,25,14,,48,26,,,63,0.274,0.352,,,,
534,100075,1938.1S,1,JBL,OSAKA,33,117,23,35,3,1,0,8,5,,36,17,,,40,0.299,0.342,,,,
535,100075,1938.2F,1,JBL,OSAKA,37,131,23,34,4,2,0,22,12,,28,27,,,42,0.26,0.321,,,,
536,100075,1942,1,JBL,HANSHIN,40,127,15,29,2,1,1,11,9,3.0,25,18,,,36,0.228,0.283,,,,
537,100075,1943,1,JBL,HANSHIN,56,193,22,34,5,2,1,16,13,5.0,36,24,,,46,0.176,0.238,,,,
538,100075,1946,1,JBL,OSAKA,28,63,7,10,1,0,0,9,3,1.0,3,9,,,11,0.159,0.175,,,,
539,100075,1947,1,JBL,OSAKA,43,95,11,16,1,0,1,12,0,2.0,22,8,,,20,0.168,0.211,,,,
540,100075,1950,1,CL,HIROSHIMA,48,182,17,47,4,4,1,11,5,0.0,19,22,6.0,,62,0.258,0.341,,,,
541,100075,1951,1,CL,HIROSHIMA,81,259,27,66,11,4,2,31,5,2.0,23,37,4.0,,91,0.255,0.351,,,,
542,100076,1936.1S,1,JBL,KYOJIN,7,27,3,9,2,0,0,3,1,,3,0,,,11,0.333,0.407,,,,
543,100076,1936.2F,1,JBL,KYOJIN,25,64,11,14,2,0,0,5,1,,10,1,,,16,0.219,0.25,,,,
544,100076,1938.2F,1,JBL,KYOJIN,1,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,
545,100076,1939,1,JBL,KYOJIN,3,4,0,0,0,0,0,0,0,,0,0,,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0
